Id	Weibull Discovery Time	Discovery Time	Fraction Discovery	Information Time	Fraction Information
0	83908.0	22046.0	0.732	2934.0	1.0
1	53614.0	22986.0	0.815	3111.0	1.0
2	31423.0	20753.0	0.895	3046.0	1.0
3	37054.0	22485.0	0.875	3154.0	1.0
4	38353.0	21930.0	0.868	2995.0	1.0
5	48175.0	21581.0	0.8245	2686.0	1.0
6	49934.0	21587.0	0.8105	2921.0	1.0
7	35596.0	21326.0	0.8845	2994.0	1.0
8	68783.0	22305.0	0.7555	3220.0	1.0
9	39002.0	22790.0	0.887	3109.0	1.0
10	35778.0	21505.0	0.878	2980.0	1.0
11	36306.0	21404.0	0.876	3077.0	1.0
12	33418.0	20549.0	0.8835	2993.0	1.0
13	39940.0	21581.0	0.859	2815.0	1.0
14	62844.0	22232.0	0.7725	3101.0	1.0
15	30084.0	21898.0	0.928	2912.0	1.0
16	46202.0	22468.0	0.8355	3077.0	1.0
17	47793.0	23324.0	0.8485	2930.0	1.0
18	42794.0	21625.0	0.846	3114.0	1.0
19	33490.0	21697.0	0.8985	3005.0	1.0
20	35268.0	20728.0	0.872	3254.0	1.0
21	49094.0	22782.0	0.827	3296.0	1.0
22	37516.0	20693.0	0.864	2819.0	1.0
23	34273.0	19750.0	0.864	3176.0	1.0
24	67413.0	22898.0	0.7695	3108.0	1.0
25	41907.0	21677.0	0.8565	3013.0	1.0
26	45441.0	22926.0	0.8405	3155.0	1.0
27	35827.0	22045.0	0.886	3199.0	1.0
28	38122.0	21645.0	0.864	3122.0	1.0
29	34892.0	21486.0	0.885	3168.0	1.0
30	38740.0	22077.0	0.866	3178.0	1.0
31	37995.0	22178.0	0.877	2981.0	1.0
32	44176.0	22817.0	0.8495	3216.0	1.0
33	65112.0	23478.0	0.77	3058.0	1.0
34	37635.0	22277.0	0.873	3447.0	1.0
35	42284.0	21575.0	0.8495	2911.0	1.0
36	50187.0	21794.0	0.812	3007.0	1.0
37	34843.0	21233.0	0.882	3164.0	1.0
38	70227.0	23255.0	0.765	2948.0	1.0
39	56494.0	22779.0	0.8095	3080.0	1.0
40	36268.0	21691.0	0.881	2938.0	1.0
41	43781.0	22592.0	0.862	2904.0	1.0
42	41457.0	21467.0	0.8475	3137.0	1.0
43	30077.0	20628.0	0.9115	3001.0	1.0
44	57534.0	23195.0	0.7995	2835.0	1.0
45	36941.0	21502.0	0.87	3359.0	1.0
46	48178.0	23219.0	0.8335	3244.0	1.0
47	45394.0	22151.0	0.8365	2946.0	1.0
48	43410.0	22480.0	0.8475	2904.0	1.0
49	67022.0	22193.0	0.7605	2899.0	1.0
50	39665.0	22222.0	0.88	2869.0	1.0
51	38715.0	21318.0	0.8535	2982.0	1.0
52	54868.0	22283.0	0.81	2955.0	1.0
53	46066.0	22109.0	0.837	3267.0	1.0
54	40780.0	21964.0	0.855	3049.0	1.0
55	34536.0	22090.0	0.893	3066.0	1.0
56	65223.0	21391.0	0.762	2961.0	1.0
57	30784.0	20664.0	0.901	2870.0	1.0
58	36748.0	21719.0	0.8795	2962.0	1.0
59	35639.0	20887.0	0.8755	3007.0	1.0
60	54775.0	24444.0	0.821	3168.0	1.0
61	68043.0	21131.0	0.758	2983.0	1.0
62	32489.0	21164.0	0.8965	3071.0	1.0
63	32798.0	21972.0	0.909	3200.0	1.0
64	72156.0	22465.0	0.7565	2681.0	1.0
65	57640.0	22869.0	0.7925	3119.0	1.0
66	44967.0	22856.0	0.8415	3221.0	1.0
67	41355.0	22096.0	0.8545	3088.0	1.0
68	30811.0	20496.0	0.9055	2792.0	1.0
69	44311.0	23230.0	0.841	3586.0	1.0
70	40406.0	22606.0	0.859	3103.0	1.0
71	47399.0	21015.0	0.8255	2839.0	1.0
72	52939.0	21538.0	0.8105	2909.0	1.0
73	50162.0	23347.0	0.838	2866.0	1.0
74	38351.0	22186.0	0.872	3147.0	1.0
75	36556.0	21307.0	0.8775	2797.0	1.0
76	38884.0	21994.0	0.8695	3115.0	1.0
77	38062.0	22163.0	0.874	2901.0	1.0
78	42585.0	22402.0	0.8535	2908.0	1.0
79	33613.0	21339.0	0.899	3073.0	1.0
80	37858.0	22366.0	0.8795	3010.0	1.0
81	60787.0	22156.0	0.781	3174.0	1.0
82	69784.0	22164.0	0.7555	3063.0	1.0
83	29861.0	20146.0	0.901	2919.0	1.0
84	34170.0	21171.0	0.881	3247.0	1.0
85	38206.0	21668.0	0.866	3016.0	1.0
86	31442.0	20477.0	0.8945	3015.0	1.0
87	32400.0	20907.0	0.8965	3109.0	1.0
88	34958.0	21264.0	0.8865	2955.0	1.0
89	36150.0	21083.0	0.879	2742.0	1.0
